Customer_ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
23309,1,17,Writer,14433.94,1113.8283333333334,9,5,34,9,23,18.0,3155.47,38.70268476044247,157.0,Yes,81.00111264305716,50.2029644350616,Low_spent_Large_value_payments,250.17875625521455,Standard
26351,1,38,Writer,35081.49,3047.4575,6,421,16,2,23,16.0,1025.79,37.67921304740215,310.0,Yes,51.97855084236672,171.6905163362662,Low_spent_Small_value_payments,371.0766828213671,Standard
50354,1,34,Journalist,16285.005,1549.08375,7,619,19,0,17,16.0,1329.59,38.51047401544414,203.0,Yes,0.0,53.33034572837824,Low_spent_Small_value_payments,391.5780292716218,Standard
33389,1,18,other,40000.96,3187.413333333333,3,3,5,1,30,13.0,1326.39,32.02907597322475,251.0,Yes,17.28816022546259,188.43514806951677,Low_spent_Small_value_payments,403.0180250383541,Standard
36045,1,44,Musician,59125.92,5224.16,9,9,32,9,34,17.0,2676.54,31.41574772448144,73.0,Yes,339.7023870191091,305.7591653140764,High_spent_Small_value_payments,136.95444766681464,Standard
11721,1,28,Accountant,12505.6,1223.1333333333334,8,3,19,0,27,13.0,304.77,38.40750876912932,249.0,No,0.0,32.9854671241445,Low_spent_Medium_value_payments,369.32786620918887,Standard
28929,1,45,Engineer,113238.84,9705.57,1,5,6,2,2,0.0,115.48,44.28936092545703,261.0,No,163.68255046463509,79.68542782453017,High_spent_Large_value_payments,967.1890217108348,Good
25704,1,50,Accountant,120948.16,10373.013333333334,0,5,2,2,18,8.0,16.36,31.94224477172628,310.0,No,121.8453296414455,276.920768025676,High_spent_Medium_value_payments,888.5352356662122,Good
35930,1,18,Lawyer,58770.12,4199.465763386277,10,10,30,5,48,19.0,1974.29,38.67558844810439,79.0,Yes,231.252379548278,55.90364992520553,High_spent_Large_value_payments,418.7949705265165,Poor
23550,1,14,Media_Manager,11877.735,724.8112500000002,3,4,15,-100,14,8.0,172.91,34.122286635804144,362.0,NM,22.91934962943081,13.837497135735584,High_spent_Medium_value_payments,285.72427823483366,Standard
34868,1,38,Manager,27964.68,2224.39,8,3,6,4,18,14.0,1213.1,23.27246567925188,244.0,No,52.44953077713148,297.74254561187,Low_spent_Small_value_payments,162.2469236109985,Standard
32031,1,1956,Accountant,21931.995,1887.66625,1,1,1,0,9,8.0,900.26,27.04920523562668,191.0,No,0.0,118.20858528302394,High_spent_Small_value_payments,330.55803971697605,Good
47071,1,45,Accountant,53352.60000000001,4345.05,6,10,30,7,23,20.0,3576.63,33.66162598954378,159.0,Yes,245.9249415030019,87.12737298641304,High_spent_Medium_value_payments,351.45268551058507,Standard
14560,1,20,Writer,42395.16,3491.9300000000007,1,5,8,4,2,2.0,940.91,25.46708435571983,189.0,No,135.01868326913842,47.67064934981246,High_spent_Large_value_payments,406.5036673810491,Good
3022,1,17,Architect,14099.52,1108.96,8,7,20,4,36,17.0,1288.65,34.02443560883255,152.0,NM,23.916464570084376,81.76635778928735,Low_spent_Medium_value_payments,285.2131776406283,Poor
4657,1,38,Journalist,30739.3,2298.608333333333,4,4,13,6,15,8.0,1365.58,26.84751221876898,212.0,Yes,135.2381410533745,179.11449682980626,Low_spent_Large_value_payments,185.50819545015256,Standard
20602,1,42,Musician,53387.88,4437.99,5,5,5,1,22,14.0,1106.86,32.69773679764836,131.0,Yes,23.027246700563413,121.0107755740578,High_spent_Medium_value_payments,549.7609777253788,Standard
36109,1,55,Engineer,112095.72,9559.31,7,5,5,0,27,18.0,251.99,32.97535852551104,322.0,Yes,0.0,391.9289295869647,Low_spent_Medium_value_payments,844.0020704130354,Standard
36697,1,36,Mechanic,24577.48,2055.123333333333,5,5,18,6,23,12.0,844.54,33.2786336971045,170.0,Yes,95.53848736976772,10000.0,High_spent_Large_value_payments,317.21860710190134,Standard
27216,1,33,Teacher,37482.98,3399.581666666667,5,6,6,1,3,12.0,1433.89,32.28449596278314,279.0,No,29.675476315195013,311.4099473732199,Low_spent_Small_value_payments,278.87274297825184,Good
46274,1,28,Musician,33787.3,2956.6083333333336,7,5,34,6,49,15.0,2813.15,34.63323922040749,93.0,Yes,77430.0,41.73008127814021,High_spent_Medium_value_payments,402.37759434914045,Poor
4399,1,20,Mechanic,75506.42,6050.201666666668,1,4,5,1,1,1.0,1069.19,30.741646947999488,277.0,No,60.903643233171024,218.53990243876757,Low_spent_Medium_value_payments,605.5766209947283,Poor
15277,1,28,Musician,142081.48,4199.465763386277,6,6,15,3,29,20.0,932.32,41.12688728243217,319.0,No,180.6164783267737,334.24310777411324,High_spent_Medium_value_payments,912.2527472324464,Standard
7373,1,32,Developer,17733.32,1687.7766666666666,5,5,19,3,8,10.0,111.83,37.17992693798328,248.0,No,25.97846029654173,123.47686197978628,Low_spent_Large_value_payments,289.3223443903387,Standard
39006,1,23,Doctor,63983.16,5318.93,9,8,30,-100,42,21.0,3622.14,36.60611564995644,127.0,Yes,189.06015366753252,84.92304231109334,High_spent_Medium_value_payments,507.90980402137416,Standard
8630,1,48,Developer,33057.46,2836.788333333333,4,3,3217,2,27,10.0,954.98,29.793624628770186,383.0,No,28.90233878530513,190.7695862108696,Low_spent_Small_value_payments,354.0069083371587,Standard
44102,1,5924,Scientist,41729.08,3750.4233333333336,6,10,24,5,50,22.0,2617.44,35.58781685494414,161.0,Yes,155.95784279876835,92.1164808020258,High_spent_Large_value_payments,366.9680097325392,Poor
30327,1,24,Architect,68911.26,5871.605,8,6,20,2,18,10.0,174.74,33.33837872198016,226.0,Yes,81.89072477481002,493.2673325894624,Low_spent_Small_value_payments,302.0024426357276,Standard
44582,1,23,Engineer,13129.295,4199.465763386277,6,6,14,2,12,17.0,273.99,37.07885367059232,386.0,No,20.96990472500929,35.791019921035485,High_spent_Small_value_payments,285.94986702062187,Standard
13319,1,21,Writer,19243.9,1442.6583333333335,6,5,19,4,15,14.0,1889.31,30.24494633063886,70.0,Yes,62.02620965406347,108.6419531155594,Low_spent_Small_value_payments,253.5976705637105,Standard
23266,1,42,Architect,35758.39,3212.8658333333333,3,3,15,3,30,21.0,785.19,37.51391175556839,170.0,Yes,49.72792354460272,237.54198509433252,Low_spent_Medium_value_payments,314.0166746943981,Standard
24886,1,25,Writer,104562.72,8428.56,8,7,15,7,30,12.0,615.39,31.631550733443483,83.0,Yes,418.4528306263657,201.39484128224,High_spent_Large_value_payments,463.0083280913942,Standard
1635,1,37,Mechanic,22953.95,2180.8291666666664,7,6,13,1,18,11.0,176.51,34.98236372462748,283.0,No,12.162637525836177,92.1142064956202,High_spent_Medium_value_payments,363.8060726452104,Standard
48754,1,31,Writer,14780.71,1224.7258333333332,9,8,16,7,27,3776.0,1811.96,25.51798342679113,74.0,NM,67.78733814996905,80.88600763644122,Low_spent_Large_value_payments,243.79923754692305,Standard
34067,1,33,other,107688.4,9252.033333333333,5,3,13,4,7,12.0,670.36,37.74167612534624,263.0,Yes,191.44796799562425,373.2335903147831,High_spent_Small_value_payments,620.521775022926,Standard
2652,1,35,Writer,62792.10000000001,5157.675,7,6,26,2,41,18.0,2362.56,34.95868631484345,124.0,Yes,100.49811508662428,294.3347931636947,Low_spent_Medium_value_payments,400.9345917496811,Poor
50391,1,17,Journalist,35296.32,2939.36,7,6,5,4,21,10.0,902.23,27.00849289363664,269.0,NM,59.16549863768918,103.21431458022758,High_spent_Medium_value_payments,381.5561867820833,Standard
18417,1,40,Architect,17893.36,1630.1133333333337,4,4,7,2,30,19.0,2405.5,39.86167964258929,209.0,Yes,27.73646464314185,66.12652358965502,Low_spent_Large_value_payments,339.1483451005365,Standard
13882,1,25,Musician,54539.52,4540.96,8,5,30,5,15,22.0,4779.68,32.3366298541573,73.0,Yes,189.91950188805697,95.45417139040951,High_spent_Small_value_payments,428.72232672153353,Poor
9569,1,5981,Doctor,37937.56,3129.463333333333,10,6,30,-100,36,24.0,3339.22,27.177172730748683,74.0,Yes,243.08306836999043,61.31144463284892,High_spent_Medium_value_payments,258.551820330494,Poor
7457,1,36,Doctor,73606.16,5852.846666666667,3,7,17,6,18,12.0,1707.18,28.8183010033462,127.0,Yes,330.7686287572298,407.0611464678829,Low_spent_Medium_value_payments,127.4548914415542,Poor
50338,1,529,Engineer,41691.16,3259.263333333334,7,8,17,6,27,20.0,4786.62,31.917533661170488,16.0,Yes,193.3982778278816,129.420363017164,High_spent_Medium_value_payments,253.10769248828785,Standard
10822,1,32,Writer,59641.5,4974.125,8,7,27,7,24,22.0,3116.46,30.26848580263763,23.0,Yes,260.94947555888155,450.2884071538957,Low_spent_Medium_value_payments,66.17461728722283,Standard
2745,1,32,Lawyer,50573.81999999999,4175.485,8,6,10,5,21,8.0,1969.76,32.99095962688891,82.0,Yes,105.71222017817392,157.00479478752715,Low_spent_Small_value_payments,424.8314850342989,Standard
15333,1,43,Engineer,11900.03,1264.6691666666666,3,5,18,4,15,12.0,399.01,27.05211917406353,227.0,No,35.54622165922838,95.0775898011606,Low_spent_Small_value_payments,285.8431052062777,Standard
50816,1,39,Developer,17046.75,1544.5625,7,5,25,5,47,25.0,3487.3,31.28554353749395,26.0,Yes,51.68830485586179,26.27863175273063,High_spent_Large_value_payments,316.4893133914076,Poor
17889,1,35,Architect,116680.84,10017.403333333334,5,5,8,3,5,9.0,341.88,32.909240346997635,281.0,Yes,178.35814413662033,99.79565858736636,High_spent_Large_value_payments,963.5865306093468,Standard
29816,1,24,Entrepreneur,26554.52,2114.8766666666666,4,3,20,3,25,11.0,1114.46,27.548336053800146,91.0,Yes,62.165810455604856,26.327782669558005,High_spent_Large_value_payments,362.99407354150384,Standard
37625,1,20,Lawyer,21555.5,2006.291666666667,6,6,20,2,29,9.0,857.88,35.209002499286505,74.0,Yes,22.772211203335985,237.8615344435437,Low_spent_Small_value_payments,229.995421019787,Standard
21814,1,25,Musician,166102.8,14034.9,74,3,11,2,13,1.0,953.24,39.20515074790522,346.0,No,194.6938168076151,152.77492771399912,High_spent_Large_value_payments,1296.0212554783857,Standard
36146,1,-500,Media_Manager,39832.82,4199.465763386277,8,8,31,4,51,12.0,1446.99,35.67870048425316,136.0,Yes,75.5725689393379,145.72185286549808,Low_spent_Medium_value_payments,407.9457448618307,Poor
38940,1,31,other,57906.8,4734.566666666667,6,7,27,5,49,23.0,2501.85,33.01744021259566,161.0,NM,182.2752671521449,353.2817495735774,Low_spent_Small_value_payments,227.89964994094453,Poor
30550,1,35,Engineer,144388.36,11754.363333333333,3,2,11,0,16,9.0,704.41,39.133832385002506,289.0,No,0.0,632.8291537163143,Low_spent_Medium_value_payments,822.6071796170191,Good
44414,1,25,Engineer,82382.62,7097.218333333332,2,7,10,1,8,10.0,1231.32,34.64800414993448,285.0,No,56.53762599724738,101.1397446042876,High_spent_Large_value_payments,792.0444627317984,Good
37260,1,14,other,35397.98,3077.831666666667,6,5,11,6,5,10.0,1892.22,25.65091966904876,217.0,Yes,139.94111483792653,135.30448149292144,Low_spent_Small_value_payments,322.53757033581866,Standard
47775,1,38,Scientist,45536.43,3735.7025,10,9,33,7,45,27.0,3415.38,29.415755093585297,159.0,NM,232.9455056211405,10000.0,High_spent_Medium_value_payments,273.2332792569437,Standard
7558,1,24,Developer,47725.98,4099.164999999999,7,8,32,3,45,11.0,2554.95,28.140897554383663,164.0,Yes,65.9700019542524,112.77124783514378,High_spent_Small_value_payments,491.1752502106037,Poor
48960,1,26,Doctor,81864.56,6882.046666666666,8,5,11,-100,6,17.0,1210.87,25.58724316787,239.0,Yes,74.80770126323384,192.25730584530945,High_spent_Medium_value_payments,671.1396595581234,Standard
6228,1,26,Scientist,30632.94,2535.745,3,5,1,2,12,3.0,31.5,25.74445564681617,263.0,NM,44.890494154838144,161.94881221212702,High_spent_Small_value_payments,306.73519363303484,Poor
28652,1,46,other,136556.44,11613.703333333331,5,4,6,1,21,18.0,694.02,41.11559787312395,331.0,No,94.17978856796884,125.83308941460936,High_spent_Large_value_payments,1181.3574553507551,Standard
1250,1,27,other,63484.24,5157.3533333333335,5,7,10,2,26,10.0,295.16,36.91531597813931,326.0,No,68.14234084783807,110.59382608780416,Low_spent_Small_value_payments,576.9991663976913,Poor
19851,1,53,Accountant,29508.41,2576.034166666667,7,4,9,1,18,11.0,333.86,32.21920952613909,230.0,No,16.547212199490982,145.03215111027072,Low_spent_Small_value_payments,386.0240533569049,Standard
25198,1,51,Entrepreneur,128515.52,10879.626666666669,4,4,5,1,25,9.0,721.91,32.50873609598751,362.0,No,96.77814029411444,352.76659885619654,High_spent_Small_value_payments,898.4179275163557,Poor
23869,1,35,Accountant,7309.155,567.0962499999998,6,8,19,4,38,11.0,1318.12,39.57073090552115,92.0,Yes,20.29077116114661,30.03832719551129,Low_spent_Small_value_payments,296.38052664334214,Poor
39913,1,25,Journalist,42534.99,3468.5825,7,6,15,7,34,19.0,1489.73,24.64093179804577,157.0,Yes,214.0097779141905,155.97465509802376,Low_spent_Medium_value_payments,256.87381698778574,Poor
34510,1,31,Journalist,80877.72,6805.81,6,7,30,6,35,20.0,3815.21,34.14668284919496,93.0,Yes,253.60701680191045,171.25861307036038,High_spent_Large_value_payments,495.7153701277293,Poor
40290,1,37,Accountant,60340.08,4199.465763386277,2,5,3,3,14,10.0,638.7,33.24223087086515,217.0,NM,126.42318767825114,291.9665104281441,Low_spent_Small_value_payments,349.4443018936049,Good
42227,1,39,Accountant,32897.91,2468.4925000000007,3,3,5,3,5,15.0,342.77,33.527063354374086,320.0,NM,47.73495057808239,132.60602269003593,Low_spent_Large_value_payments,336.50827673188167,Standard
45973,1,50,Entrepreneur,77020.76,6156.3966666666665,0,3,5581,2,16,10.0,380.09,32.08422623150932,377.0,No,92.21433911238694,103.91399636907492,High_spent_Large_value_payments,659.5113311852049,Good
33198,1,17,Accountant,61281.60000000001,5208.8,7,7,11,4,18,12.0,1350.4,30.74691402972272,94.0,Yes,197.61091004910404,138.79126527329478,High_spent_Medium_value_payments,434.47782467760106,Standard
34757,1,39,Doctor,120174.4,10016.533333333333,7,4,6,1,19,14.0,828.59,41.95031657946328,211.0,Yes,94.89845431459952,313.5295442982872,High_spent_Medium_value_payments,843.2253347204468,Standard
15454,1,24,Media_Manager,20588.45,1557.7041666666669,6,10,23,4,18,18.0,2160.86,37.920395933775225,68.0,Yes,54.05859209106389,173.89927226697208,Low_spent_Small_value_payments,217.81255230863067,Poor
30374,1,41,Lawyer,47817.32,3814.776666666666,3,6,13,1,7,10.0,180.53,38.09696209606577,278.0,Yes,47123.0,145.16447366727428,High_spent_Medium_value_payments,447.3850340133921,Standard
23421,1,45,Musician,14320.27,1026.3558333333333,7,10,27,7,53,21.0,1482.09,33.890693121782064,131.0,Yes,74.27013133706248,71.28545706248012,Low_spent_Medium_value_payments,237.07999493379072,Poor
7204,1,26,Manager,87263.22,7297.935,8,6,16,1,17,14.0,135.88,30.19364726074378,319.0,Yes,67.17035351661022,196.90798847234768,High_spent_Medium_value_payments,715.7151580110421,Standard
35765,1,22,Journalist,33907.86,2562.655,3,7,8,2,7,9.0,1354.46,39.728245913417055,263.0,No,36.35654730756562,37.38750608237433,High_spent_Large_value_payments,422.52144661006014,Poor
16874,1,41,other,37261.31,2948.109166666666,5,2,5,4,8,5.0,95.89,39.13079266439277,231.0,No,123.11407151851354,238.69611007653089,Low_spent_Small_value_payments,223.00073507162227,Good
40132,1,52,Accountant,11514.085,881.5070833333333,7,5,8,0,17,10.0,1408.3,36.48536854182144,323.0,Yes,0.0,49.377210275587565,Low_spent_Small_value_payments,328.77349805774577,Standard
22004,1,55,Architect,28762.68,2281.89,7,6,10,0,23,12.0,1391.77,38.59414236702412,376.0,Yes,0.0,51.93095112841673,High_spent_Medium_value_payments,426.2580488715832,Standard
24996,1,32,Media_Manager,32853.06,2929.755,8,8,33,6,43,27.0,3178.65,25.04220633223744,137.0,Yes,102.577142204065,262.1409326634471,Low_spent_Medium_value_payments,208.25742513248787,Standard
33399,1,28,Media_Manager,125982.48,4199.465763386277,4,5,1,4,2,6.0,1274.76,35.609158341760185,184.0,No,247.7392335203187,190.61953125941287,High_spent_Large_value_payments,825.1952352202684,Good
7464,1,21,Entrepreneur,16644.79,1547.065833333333,7,6,24,9,19,20.0,3519.49,31.43356635469057,56.0,Yes,100.76576699930284,59.17810471877616,High_spent_Small_value_payments,254.7627116152544,Poor
12867,1,21,other,40377.89,3206.8241666666668,5,7,2,4,10,7.0,1410.14,25.429885918216385,334.0,No,119.13973687493186,417.9721339684618,Low_spent_Small_value_payments,73.57054582327302,Poor
4416,1,30,Accountant,7621.8,914.15,6,10,28,6,18,19.0,4128.98,29.714514622663003,76.0,NM,24.906263362349712,44.600702924794845,Low_spent_Small_value_payments,311.90803371285546,Standard
7641,1,45,Architect,35208.2,2919.0166666666664,5,2,5,2,8,0.0,630.29,37.48488146239861,191.0,NM,44.73008100204992,92.72921279551856,High_spent_Medium_value_payments,404.4423728690982,Good
2097,1,16,Developer,58820.44,4763.703333333334,8,9,24,8,48,19.0,3984.74,30.129646300481934,109.0,Yes,280.1873855971326,169.10551330181733,High_spent_Medium_value_payments,277.0774344343834,Poor
33092,1,37,Media_Manager,28061.52,2128.46,5,1,5,4,3,8.0,1020.77,33.65098781787924,243.0,No,49.43233976959333,213.45045532613537,Low_spent_Small_value_payments,239.9632049042713,Good
9193,1,18,Architect,114614.88,9369.24,6,6,9,3,5,9.0,1379.67,29.624601340248475,328.0,Yes,180.9107226914057,139.2381149286879,High_spent_Large_value_payments,856.7751623799063,Standard
32479,1,26,Teacher,43319.96,3777.9966666666655,3,7,3,0,16,0.0,572.17,42.301692997809646,217.0,No,0.0,48.01115778959174,High_spent_Large_value_payments,569.788508877075,Standard
18410,1,33,Mechanic,63258.9,5061.575,6,6,11,1,19,8.0,137.98,29.328429393616663,269.0,No,28.64388925972857,413.5259126433936,Low_spent_Large_value_payments,333.98769809687786,Good
1340,1,36,Architect,33868.83,3065.4025,5,3,16,4,11,13.0,664.61,30.96327084255685,130.0,Yes,56.4675706654336,10000.0,Low_spent_Small_value_payments,402.0178544597479,Standard
38740,1,53,Manager,129204.92,10508.076666666666,5,6,12,4,5,17.0,1075.37,29.643044417475373,287.0,Yes,277.6108851736604,10000.0,Low_spent_Small_value_payments,184.65996080676555,Standard
23943,1,17,Journalist,70260.2,5564.016666666666,9,7,20,5,60,24.0,2228.79,29.01706670968646,213.0,Yes,246.37864489909137,10000.0,Low_spent_Medium_value_payments,58.4982012028995,Poor
27165,1,44,Media_Manager,50643.18000000001,4465.265,9,7,34,8,48,20.0,1513.28,32.6265253992642,124.0,NM,217.43057422533448,112.26180062232288,Low_spent_Small_value_payments,366.83412515234266,Poor
8577,1,47,Teacher,90729.48,4199.465763386277,4,4,15,3,17,9.0,46.92,23.52861520767087,339.0,Yes,183.31121177467185,707.060881045247,Low_spent_Medium_value_payments,119.6069071800812,Standard
2115,1,33,Scientist,17912.65,1665.7208333333335,9,5,25,7,25,20.0,2822.13,38.86276120347737,77.0,Yes,13623.0,133.33437403645888,Low_spent_Small_value_payments,266.19382623716353,Poor
15417,1,15,Developer,7829.225,560.4354166666667,9,6,34,9,38,15.0,4579.09,25.68412292992499,2.0,Yes,37.73561457023335,30.84799661174744,Low_spent_Medium_value_payments,267.45993048468586,Standard
19452,1,44,Developer,111755.6,9488.966666666667,3,7,14,2,17,11.0,407.8,30.31934433953673,249.0,Yes,126.70424032970853,369.25640837652486,Low_spent_Medium_value_payments,732.9360179604332,Standard
27666,1,38,Entrepreneur,33827.58,2736.965,8,3,14,2,10,11.0,1191.4,35.032913945639,379.0,Yes,32.360852571207,42.70791775369249,High_spent_Large_value_payments,438.62772967510045,Standard
22283,1,3629,Scientist,73140.38,5799.031666666668,3,5,15,1,6,12.0,1056.32,27.734810350923595,304.0,Yes,44.9815923192537,120.02643718809227,High_spent_Large_value_payments,654.8951371593207,Standard
18373,1,20,Journalist,63515.92,5566.993333333333,3,7,3,1,3,0.0,609.25,26.3361112217194,369.0,No,29.289364912538915,426.6181776700592,Low_spent_Medium_value_payments,380.7917907507354,Standard
50451,1,21,Lawyer,7680.08,544.0066666666668,6,6,30,5,61,26.0,2181.01,38.1812046813859,230.0,Yes,19.06032271860156,19.89928476764652,Low_spent_Medium_value_payments,295.4410591804186,Poor
42400,1,20,Scientist,33000.46,2772.038333333333,8,4,10,4,10,17.0,33.61,37.51580930343712,347.0,Yes,17588.0,130.8467024406772,High_spent_Small_value_payments,348.4670276405192,Standard
15131,1,29,Accountant,80918.14,6444.178333333332,2,5,8,4,11,5.0,216.05,27.90545095102648,373.0,No,192.7597872092913,108.816341362871,High_spent_Medium_value_payments,592.8417047611711,Standard
10720,1,29,Journalist,62237.13,5350.4275,4,4,5,5,15,20.0,2547.59,37.71825549316622,67.0,Yes,208.92932969105067,188.6462268693525,High_spent_Medium_value_payments,387.4671934395968,Standard
35210,1,43,other,142743.4,4199.465763386277,3,4,4,0,4,0.0,1194.0,34.272663349126965,395.0,No,0.0,1014.6414185041584,Low_spent_Medium_value_payments,480.8869148291752,Standard
1214,1,2208,Engineer,13627.925,1248.6604166666666,5,7,11,7,26,18.0,639.32,40.824619922713744,87.0,Yes,39.9063556427189,87.44533055215513,Low_spent_Small_value_payments,287.51435547179267,Standard
11340,1,30,Journalist,17476.37,4199.465763386277,5,7,21,5,13,17.0,1533.86,34.87117214915666,94.0,Yes,72.33847952004095,162.41447085163148,Low_spent_Small_value_payments,179.38346629499424,Poor
1009,1,22,Accountant,80983.64,6692.636666666666,6,3,15,4,19,18.0,982.44,39.75512589865463,331.0,Yes,188.45659522353543,149.37725143584314,High_spent_Medium_value_payments,581.4298200072883,Standard
19122,1,19,Writer,127883.4,10874.95,6,7,13,4,27,8.0,820.08,41.30791266115739,375.0,Yes,227.6577004901844,187.81477408319927,High_spent_Medium_value_payments,922.0225254266164,Standard
29284,1,43,Engineer,20234.93,1684.2441666666666,6,9,18,9,52,18.0,3695.47,34.979469746472304,50.0,Yes,105.1741959347762,29.60446109401986,High_spent_Medium_value_payments,283.64575963787064,Poor
32503,1,28,Entrepreneur,30411.9,2772.3250000000007,4,6,11,-100,9,15.0,2261.01,25.49928617905391,97.0,Yes,112.7534342461514,119.99245203409149,High_spent_Small_value_payments,304.4866137197572,Poor
39319,1,14,Mechanic,10041.885,945.82375,10,7,16,3,30,18.0,2128.94,36.250790231562256,206.0,Yes,19.123555506016235,92.18003429747982,Low_spent_Small_value_payments,273.278785196504,Poor
15237,1,49,Engineer,72790.92,6087.91,3,5,5,4,9,8.0,702.65,37.3275376654244,389.0,NM,157.30415645303768,200.4835283915484,Low_spent_Large_value_payments,521.0033151554139,Standard
32712,1,41,Journalist,87502.53,7277.8775,7,7,14,3,25,16.0,1071.88,34.21126723555828,335.0,No,167.95979383172292,273.19371219443184,High_spent_Medium_value_payments,536.6342439738453,Standard
33603,1,52,Teacher,35659.07,3074.589166666666,2,4,1,0,2,7.0,665.28,28.47725230005959,370.0,No,0.0,396.5062643945008,Low_spent_Small_value_payments,200.95265227216592,Good
21491,1,35,Musician,27909.81,2574.8175,5,5,12,1,12,19.0,1128.36,37.32027505355747,260.0,No,21.477335453674527,85.87327330938156,Low_spent_Medium_value_payments,430.131141236944,Good
26804,1,51,Engineer,128429.68,10830.473333333332,6,7,3,2,17,8.0,1052.0,38.99226477147875,218.0,No,129.5216685458713,381.2112151483205,High_spent_Medium_value_payments,822.3144496391417,Good
29970,1,55,Musician,35234.99,2827.249166666666,3,5,8,2,6,2.0,1369.84,34.15553426226107,185.0,No,46.84749755599314,92.83036263184536,High_spent_Medium_value_payments,393.0470564788282,Good
20524,1,31,Lawyer,45917.0,3714.416666666666,4,7,7,1,13,6.0,170.33,36.14569255968986,370.0,Yes,25.73479098063905,36.07279642834578,High_spent_Large_value_payments,549.6340792576818,Standard
41898,1,27,Architect,27395.53,2414.960833333333,5,3,5,4,12,11.0,410.57,29.570172534995603,223.0,No,79.67404242498422,17.816104851706058,High_spent_Large_value_payments,384.005936056643,Standard
47055,1,18,Engineer,25784.65,1853.720833333333,3,7,20,6,15,10.0,1181.19,27.931329208503566,69.0,Yes,100.3082272124392,150.92896064840772,Low_spent_Medium_value_payments,214.1348954724864,Standard
24405,1,32,Mechanic,14295.47,1392.289166666667,6,7,19,6,43,25.0,4509.55,30.352368983166087,35.0,Yes,55.68921870525814,63.526365568260566,Low_spent_Medium_value_payments,300.01333239314795,Standard
22514,1,45,Journalist,98313.12,4199.465763386277,1306,187,15,4,7,11.0,96.56,26.42189887236607,219.0,Yes,206.1812363741116,310.86247677015496,High_spent_Medium_value_payments,532.0322868557333,Standard
33510,1,44,Writer,36479.27,3241.939166666666,1,7,7,2,11,12.0,719.7,30.597444847917743,358.0,No,44.37575933114775,76.59394572190163,High_spent_Large_value_payments,443.2242116136173,Standard
16800,1,16,Writer,61627.35000000001,4993.6125,8,6,26,7,7,11.0,2258.24,38.28230737192254,140.0,Yes,262.3144503976628,55.903427397388064,High_spent_Large_value_payments,421.1433722049492,Poor
46221,1,49,Mechanic,19577.155,1659.429583333333,3,2,1,2,3,8.0,1140.51,35.39827262897068,209.0,No,20.76029446658383,223.67945979544012,Low_spent_Small_value_payments,211.5032040713093,Standard
12385,1,29,Scientist,17082.685,4199.465763386277,5,7,6,6,27,18.0,560.63,29.36456394101233,86.0,Yes,80.69204034804656,90.1376439343539,Low_spent_Large_value_payments,268.7260240509329,Standard
28914,1,44,other,145168.96,4199.465763386277,4,6,7,2,15,13.0,127.56,37.20385164779512,116.0,Yes,141.22997997972,660.1297938855238,Low_spent_Medium_value_payments,669.6815594680897,Standard
17898,1,46,Mechanic,22269.09,1931.7575,7,6,5,0,26,19.0,529.22,25.473892161228484,226.0,Yes,0.0,234.3674422551505,Low_spent_Small_value_payments,248.80830774484943,Standard
1195,1,50,Architect,88783.92,7405.66,2,1,6,4,2,10.0,522.23,39.19727962142245,219.0,No,160.5243372206725,229.23615159924069,High_spent_Small_value_payments,610.8055111800869,Good
13119,1,21,Media_Manager,26030.03,2146.1691666666666,4,3,13,3,6,20.0,595.44,27.625685129534222,362.0,No,38.324538847109,30.36711544736425,High_spent_Large_value_payments,385.9252623721934,Standard
23558,1,38,Journalist,32244.75,2555.0625,8,7,12,1,28,9.0,1001.48,34.157260367684934,359.0,NM,22.353725572019105,148.2804801109235,Low_spent_Small_value_payments,374.87204431705743,Standard
48725,1,32,Accountant,16907.7,1235.975,6,7,24,8,51,22.0,2887.41,34.76286292900153,68.0,Yes,59.01348879205386,150.7625129547391,Low_spent_Small_value_payments,203.8214982532071,Standard
14738,1,27,Mechanic,9385.19,1061.0991666666666,8,9,30,5,24,16.0,2430.27,31.789860733317965,77.0,Yes,30.888093929443173,103.34048380367824,Low_spent_Small_value_payments,261.8813389335453,Poor
30321,1,31,Musician,16942.39,1511.865833333333,7,4,20,4,17,9.0,78.27,39.78419674915556,310.0,Yes,46.11596979131426,87.5884620579686,High_spent_Small_value_payments,277.48215148405046,Standard
35541,1,26,Engineer,63876.62,5358.051666666667,3,5,7,4,12,2.0,1014.51,31.97864115170368,314.0,No,145.03685645396808,160.9293136200787,High_spent_Small_value_payments,489.83899659262,Good
3085,1,21,Entrepreneur,14184.33,921.0275,6,7,17,0,9,12.0,1146.79,34.528723211181585,266.0,NM,0.0,23.94946755904489,High_spent_Small_value_payments,328.15328244095514,Standard
9377,1,34,Teacher,17200.97,1185.4141666666667,8,9,27,4,24,10.0,1513.27,39.94453758118468,158.0,Yes,48.51381569201107,120.98132494556069,Low_spent_Small_value_payments,239.0462760290949,Poor
